eventTime,sourceIPAddress,userAgent,eventName,eventSource,awsRegion,userIdentitytype,eventType,errorCode,requestParametersinstanceType,is_error,ip_frequency,event_frequency,region_frequency,anomaly_label,anomaly_score,anomaly_type
2017-11,121.54,aws-cli,ListPolicies,iam.amazonaws.com,us-east-1,IAMUser,AwsApiCall,,NotApplicable,0,268,1552,53892,1,0.009787478809225703,Normal
2018-01,245.252,aws-cli,DescribeSnapshots,ec2.amazonaws.com,eu-west-1,IAMUser,AwsApiCall,,NotApplicable,0,55,37407,5755,1,0.0075018637091400775,Normal
2017-08,179.255,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,21,37407,89128,1,0.04487734135857019,Normal
2017-03,253.106,awslambda-worker,CreateLogStream,logs.amazonaws.com,us-west-2,AssumedRole,AwsApiCall,,NotApplicable,0,18,1630,89128,1,0.00489581106001824,Normal
2020-03,237.87,[aws-cli,GetBucketAcl,s3.amazonaws.com,us-west-2,IAMUser,AwsApiCall,NoSuchBucket,NotApplicable,1,4133,5427,89128,1,0.01007851175121055,Normal
2020-02,100.226,Boto3,DescribePermissions,opsworks.amazonaws.com,us-east-1,AssumedRole,AwsApiCall,ValidationException,NotApplicable,1,1579,29,53892,1,0.06041887825038511,Normal
2017-06,252.252,aws-internal,AssumeRole,sts.amazonaws.com,us-west-2,AWSAccount,AwsApiCall,,NotApplicable,0,113,32561,89128,1,0.02402022626260142,Normal
2017-05,255.253,[Boto3,GetBucketPolicy,s3.amazonaws.com,us-west-2,AssumedRole,AwsApiCall,,NotApplicable,0,31011,870,89128,1,0.006481373138507884,Normal
2019-09,211.111,Boto3,DescribeSecurityGroups,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,617,1547,89128,1,0.029779217164437433,Normal
2020-01,253.8,Boto3,DescribeWorkspaceBundles,workspaces.amazonaws.com,us-west-2,AssumedRole,AwsApiCall,AccessDenied,NotApplicable,1,871,15,89128,1,0.057407049740326455,Normal
2020-02,32.29,aws-cli,DescribeImages,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,16,852,89128,1,0.026091428195030963,Normal
2017-02,85.50,console.ec2.amazonaws.com,DescribeInstanceStatus,ec2.amazonaws.com,us-west-2,Root,AwsApiCall,,NotApplicable,0,78,165,89128,1,0.06418200877079044,Normal
2017-05,255.253,aws-cli,ListPolicies,iam.amazonaws.com,us-east-1,IAMUser,AwsApiCall,,NotApplicable,0,31011,1552,53892,-1,-0.002319718404430182,Behavioral Anomaly
2019-09,24.251,Boto3,RunInstances,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,Client.RequestLimitExceeded,c5.2xlarge,1,10208,17605,89128,1,0.014895211541265496,Normal
2019-09,24.251,Boto3,RunInstances,ec2.amazonaws.com,eu-central-1,IAMUser,AwsApiCall,Client.RequestLimitExceeded,p2.xlarge,1,10208,17605,5063,1,0.024559089127805578,Normal
2017-11,163.21,Boto3,DescribeSpotPriceHistory,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,6401,8283,89128,1,0.012442044575174949,Normal
2019-11,95.22,Boto3,DescribeEventSubscriptions,rds.amazonaws.com,us-east-1,IAMUser,AwsApiCall,AccessDenied,NotApplicable,1,1919,113,53892,1,0.06041887825038511,Normal
2020-02,Unknown,ec2.amazonaws.com,AssumeRole,sts.amazonaws.com,us-west-2,AWSService,AwsApiCall,,NotApplicable,0,28065,32561,89128,1,0.03033983463386658,Normal
2017-10,24.98,Boto3,DescribeDBInstances,rds.amazonaws.com,us-east-1,IAMUser,AwsApiCall,AccessDenied,NotApplicable,1,2630,951,53892,1,0.010452943487863464,Normal
2017-11,163.21,Boto3,DescribeSpotPriceHistory,ec2.amazonaws.com,ap-southeast-1,IAMUser,AwsApiCall,,NotApplicable,0,6401,8283,3747,1,0.017052311887539584,Normal
2018-04,145.121,aws-sdk-nodejs,RunInstances,ec2.amazonaws.com,ap-northeast-2,IAMUser,AwsApiCall,Client.RequestLimitExceeded,r4.xlarge,1,547,17605,3712,1,0.011285149566338526,Normal
2019-09,233.253,AWSPowerShell,GetCallerIdentity,sts.amazonaws.com,us-east-1,IAMUser,AwsApiCall,,NotApplicable,0,156,3927,53892,-1,-0.006429938996707574,Behavioral Anomaly
2018-01,3.255,[aws-cli,ListBuckets,s3.amazonaws.com,us-east-1,IAMUser,AwsApiCall,,NotApplicable,0,382,5470,53892,1,0.02497511950958048,Normal
2020-03,237.87,[aws-cli,GetBucketAcl,s3.amazonaws.com,us-west-2,IAMUser,AwsApiCall,NoSuchBucket,NotApplicable,1,4133,5427,89128,1,0.01007851175121055,Normal
2020-01,134.146,aws-cli,ListCertificates,acm.amazonaws.com,ap-northeast-1,IAMUser,AwsApiCall,,NotApplicable,0,4621,730,4288,1,0.03739228413810303,Normal
2017-03,255.253,[S3Console,GetBucketLocation,s3.amazonaws.com,us-west-2,Root,AwsApiCall,,NotApplicable,0,31011,1342,89128,1,0.005666767471864398,Normal
2020-02,179.0,Boto3,ListContainerInstances,ecs.amazonaws.com,us-east-1,IAMUser,AwsApiCall,AccessDenied,NotApplicable,1,712,14,53892,1,0.06068582226028557,Normal
2017-11,163.21,Boto3,DescribeSpotPriceHistory,ec2.amazonaws.com,ap-southeast-1,IAMUser,AwsApiCall,,NotApplicable,0,6401,8283,3747,1,0.017052311887539584,Normal
2020-03,152.5,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,73,37407,89128,1,0.045604488339212323,Normal
2017-02,8.123,awslambda-worker,CreateLogStream,logs.amazonaws.com,us-west-2,AssumedRole,AwsApiCall,,NotApplicable,0,1,1630,89128,1,0.004641881056194785,Normal
2019-08,223.201,[Boto3,GetBucketNotification,s3.amazonaws.com,us-west-2,IAMUser,AwsApiCall,AccessDenied,NotApplicable,1,1847,626,89128,1,0.020520567299198045,Normal
2018-01,Unknown,config.amazonaws.com,AssumeRole,sts.amazonaws.com,us-west-2,AWSService,AwsApiCall,,NotApplicable,0,28065,32561,89128,1,0.03033983463386658,Normal
2017-03,191.253,aws-cli,DescribeSnapshots,ec2.amazonaws.com,eu-west-1,IAMUser,AwsApiCall,,NotApplicable,0,481,37407,5755,1,0.0037906642317585004,Normal
2017-05,Unknown,ec2.amazonaws.com,AssumeRole,sts.amazonaws.com,us-west-2,AWSService,AwsApiCall,,NotApplicable,0,28065,32561,89128,1,0.03033983463386658,Normal
2019-09,24.251,Boto3,RunInstances,ec2.amazonaws.com,eu-west-1,IAMUser,AwsApiCall,Client.RequestLimitExceeded,r4.xlarge,1,10208,17605,5755,1,0.01943230295498244,Normal
2018-02,5.208,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,12,37407,89128,1,0.042617253546511746,Normal
2020-03,203.17,aws-cli,DescribeSnapshotAttribute,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,43,427,89128,1,0.06410596739951252,Normal
2017-05,255.253,Boto3,AssumeRole,sts.amazonaws.com,us-east-1,IAMUser,AwsApiCall,,NotApplicable,0,31011,32561,53892,1,0.00500342663257225,Normal
2017-11,Unknown,ec2.amazonaws.com,AssumeRole,sts.amazonaws.com,us-west-2,AWSService,AwsApiCall,,NotApplicable,0,28065,32561,89128,1,0.03033983463386658,Normal
2019-08,5.205,Boto3,RunInstances,ec2.amazonaws.com,eu-west-2,IAMUser,AwsApiCall,Client.Unsupported,r3.2xlarge,1,4196,17605,5152,1,0.020099059100179673,Normal
2019-10,Unknown,ec2.amazonaws.com,AssumeRole,sts.amazonaws.com,us-west-2,AWSService,AwsApiCall,,NotApplicable,0,28065,32561,89128,1,0.03033983463386658,Normal
2017-05,255.253,[Boto3,GetBucketWebsite,s3.amazonaws.com,us-west-2,AssumedRole,AwsApiCall,,NotApplicable,0,31011,706,89128,1,0.03483375843716102,Normal
2020-03,250.112,aws-cli,DescribeSnapshots,ec2.amazonaws.com,ap-northeast-2,IAMUser,AwsApiCall,,NotApplicable,0,282,37407,3712,1,0.00861081689964227,Normal
2020-02,19.155,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,68,37407,89128,1,0.044981834607440485,Normal
2019-09,24.251,Boto3,RunInstances,ec2.amazonaws.com,ca-central-1,IAMUser,AwsApiCall,Client.UnauthorizedOperation,r4.2xlarge,1,10208,17605,3463,1,0.016974666024185514,Normal
2018-04,155.63,Boto3,DescribeInstances,ec2.amazonaws.com,ap-south-1,IAMUser,AwsApiCall,,NotApplicable,0,5444,4978,3765,1,0.01874997753114027,Normal
2017-05,255.253,console.amazonaws.com,DescribeComplianceByResource,config.amazonaws.com,us-west-2,Root,AwsApiCall,,NotApplicable,0,31011,43,89128,1,0.05503214119212346,Normal
2017-08,Unknown,config.amazonaws.com,AssumeRole,sts.amazonaws.com,us-west-2,AWSService,AwsApiCall,,NotApplicable,0,28065,32561,89128,1,0.03033983463386658,Normal
2017-03,33.200,aws-cli,ListAccessKeys,iam.amazonaws.com,us-east-1,IAMUser,AwsApiCall,,NotApplicable,0,39,438,53892,1,0.0661385714571045,Normal
2017-05,255.253,Boto3,GetPolicyVersion,iam.amazonaws.com,us-east-1,AssumedRole,AwsApiCall,,NotApplicable,0,31011,5817,53892,1,0.007537516732854965,Normal
2020-03,246.109,[aws-cli,ListBuckets,s3.amazonaws.com,us-east-1,IAMUser,AwsApiCall,,NotApplicable,0,74,5470,53892,1,0.026378251461418423,Normal
2020-01,Unknown,config.amazonaws.com,AssumeRole,sts.amazonaws.com,us-west-2,AWSService,AwsApiCall,,NotApplicable,0,28065,32561,89128,1,0.03033983463386658,Normal
2020-01,7.133,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,48,37407,89128,1,0.0451265230390116,Normal
2018-02,133.53,aws-cli,CreateVolume,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,Client.UnauthorizedOperation,NotApplicable,1,4,342,89128,1,0.05537863940277882,Normal
2017-08,110.253,Boto3,DescribeAlarms,monitoring.amazonaws.com,eu-west-2,IAMUser,AwsApiCall,,NotApplicable,0,216,488,5152,1,0.05781136723430158,Normal
2017-09,Unknown,config.amazonaws.com,AssumeRole,sts.amazonaws.com,us-west-2,AWSService,AwsApiCall,,NotApplicable,0,28065,32561,89128,1,0.03033983463386658,Normal
2017-02,255.253,console.amazonaws.com,ListRoles,iam.amazonaws.com,us-east-1,Root,AwsApiCall,,NotApplicable,0,31011,444,53892,1,0.05569858874726291,Normal
2019-11,Unknown,ec2.amazonaws.com,AssumeRole,sts.amazonaws.com,us-west-2,AWSService,AwsApiCall,,NotApplicable,0,28065,32561,89128,1,0.03033983463386658,Normal
2017-09,Unknown,config.amazonaws.com,AssumeRole,sts.amazonaws.com,us-west-2,AWSService,AwsApiCall,,NotApplicable,0,28065,32561,89128,1,0.03033983463386658,Normal
2020-01,252.68,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,83,37407,89128,1,0.04490379719726334,Normal
2018-04,155.63,Boto3,RunInstances,ec2.amazonaws.com,sa-east-1,IAMUser,AwsApiCall,Server.InsufficientInstanceCapacity,c5.18xlarge,1,5444,17605,3621,1,0.01621525737820556,Normal
2017-10,163.21,Boto3,DescribeSpotPriceHistory,ec2.amazonaws.com,ap-south-1,IAMUser,AwsApiCall,,NotApplicable,0,6401,8283,3765,1,0.016755631993144837,Normal
2017-03,251.6,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,71,37407,89128,1,0.045604488339212323,Normal
2017-07,248.252,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,46,37407,89128,1,0.04475063254111544,Normal
2017-09,Unknown,ec2.amazonaws.com,AssumeRole,sts.amazonaws.com,us-west-2,AWSService,AwsApiCall,,NotApplicable,0,28065,32561,89128,1,0.03033983463386658,Normal
2019-11,95.22,Boto3,ListNamedQueries,athena.amazonaws.com,us-east-1,IAMUser,AwsApiCall,AccessDenied,NotApplicable,1,1919,24,53892,1,0.06041887825038511,Normal
2019-09,24.251,Boto3,RunInstances,ec2.amazonaws.com,us-west-1,IAMUser,AwsApiCall,Client.UnauthorizedOperation,c1.xlarge,1,10208,17605,4967,1,0.02505402818555713,Normal
2017-03,248.206,aws-cli,GetPolicy202224v2,lambda.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,30,1464,89128,1,0.004516990068047233,Normal
2017-07,124.224,aws-cli,GetCredentialReport,iam.amazonaws.com,us-east-1,IAMUser,AwsApiCall,,NotApplicable,0,403,126,53892,1,0.06595762071785022,Normal
2017-09,163.21,Boto3,DescribeSpotPriceHistory,ec2.amazonaws.com,ca-central-1,IAMUser,AwsApiCall,,NotApplicable,0,6401,8283,3463,1,0.014025833744111649,Normal
2020-03,53.124,Boto3,ListGroups,iam.amazonaws.com,us-east-1,IAMUser,AwsApiCall,AccessDenied,NotApplicable,1,734,205,53892,1,0.05910779351298984,Normal
2017-05,34.204,Boto3,ListPolicies,iam.amazonaws.com,us-east-1,IAMUser,AwsApiCall,AccessDenied,NotApplicable,1,328,1552,53892,1,0.003217002104555333,Normal
2018-01,184.93,aws-cli,AssumeRole,sts.amazonaws.com,us-east-1,IAMUser,AwsApiCall,AccessDenied,NotApplicable,1,203,32561,53892,-1,-0.009792226410364702,Security Error
2017-08,88.241,aws-cli,ListFunctions202224,lambda.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,79,1759,89128,1,0.01700909161664893,Normal
2017-05,189.235,Boto,DescribeImages,ec2.amazonaws.com,us-east-1,IAMUser,AwsApiCall,,NotApplicable,0,32,852,53892,1,0.02779068908029053,Normal
2019-09,24.251,Boto3,RunInstances,ec2.amazonaws.com,eu-west-1,IAMUser,AwsApiCall,Server.InsufficientInstanceCapacity,i3.metal,1,10208,17605,5755,1,0.01943230295498244,Normal
2019-12,4.246,Boto3,DescribeDBSecurityGroups,rds.amazonaws.com,us-west-2,IAMUser,AwsApiCall,AccessDenied,NotApplicable,1,575,591,89128,1,0.026672262682250092,Normal
2020-02,100.226,Boto3,ListTranscriptionJobs,transcribe.amazonaws.com,us-east-1,AssumedRole,AwsApiCall,AccessDenied,NotApplicable,1,1579,22,53892,1,0.06041887825038511,Normal
2019-10,110.240,aws-cli,DescribeVpcs,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,6,1492,89128,1,0.028223683401531863,Normal
2019-10,250.214,Boto3,DescribeDBParameterGroups,rds.amazonaws.com,us-east-1,IAMUser,AwsApiCall,,NotApplicable,0,720,406,53892,1,0.06610454126384746,Normal
2019-11,Unknown,ec2.amazonaws.com,AssumeRole,sts.amazonaws.com,us-west-2,AWSService,AwsApiCall,,NotApplicable,0,28065,32561,89128,1,0.03033983463386658,Normal
2017-11,121.54,[aws-cli,GetBucketPolicy,s3.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,268,870,89128,1,0.020437641174300136,Normal
2017-07,0.18,Boto3,DescribeInstances,ec2.amazonaws.com,ap-northeast-1,IAMUser,AwsApiCall,,NotApplicable,0,459,4978,4288,1,0.01796336855063424,Normal
2020-03,91.249,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,32,37407,89128,1,0.044650471464219965,Normal
2017-05,255.253,Boto3,AssumeRole,sts.amazonaws.com,us-east-1,IAMUser,AwsApiCall,,NotApplicable,0,31011,32561,53892,1,0.00500342663257225,Normal
2020-03,Unknown,ec2.amazonaws.com,AssumeRole,sts.amazonaws.com,us-west-2,AWSService,AwsApiCall,,NotApplicable,0,28065,32561,89128,1,0.03033983463386658,Normal
2020-02,Unknown,ec2.amazonaws.com,AssumeRole,sts.amazonaws.com,us-west-2,AWSService,AwsApiCall,,NotApplicable,0,28065,32561,89128,1,0.03033983463386658,Normal
2017-06,51.125,aws-sdk-go,ListPolicies,iam.amazonaws.com,us-east-1,IAMUser,AwsApiCall,,NotApplicable,0,272,1552,53892,1,0.009787478809225703,Normal
2020-01,Unknown,ec2.amazonaws.com,AssumeRole,sts.amazonaws.com,us-west-2,AWSService,AwsApiCall,,NotApplicable,0,28065,32561,89128,1,0.03033983463386658,Normal
2018-01,218.177,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-east-1,IAMUser,AwsApiCall,,NotApplicable,0,20,37407,53892,1,0.031435679887195755,Normal
2020-01,202.8,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,100,37407,89128,1,0.044581199288850515,Normal
2017-11,1.198,Boto3,DescribeSnapshots,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,417,37407,89128,1,0.0352489503998189,Normal
2020-03,237.87,Boto3,ListClusters,elasticmapreduce.amazonaws.com,us-east-2,IAMUser,AwsApiCall,AccessDenied,NotApplicable,1,4133,475,5233,1,0.04521848316745958,Normal
2017-05,255.253,aws-sdk-java,GetPolicyVersion,iam.amazonaws.com,us-east-1,IAMUser,AwsApiCall,,NotApplicable,0,31011,5817,53892,1,0.007537516732854965,Normal
2019-10,250.58,Boto3,ListRules,events.amazonaws.com,ap-northeast-2,IAMUser,AwsApiCall,,NotApplicable,0,2490,114,3712,1,0.05744535836542897,Normal
2019-11,Unknown,ec2.amazonaws.com,AssumeRole,sts.amazonaws.com,us-west-2,AWSService,AwsApiCall,,NotApplicable,0,28065,32561,89128,1,0.03033983463386658,Normal
2017-03,246.208,[aws-cli,ListBuckets,s3.amazonaws.com,us-east-1,IAMUser,AwsApiCall,,NotApplicable,0,3,5470,53892,1,0.02765645784635412,Normal
2019-09,24.251,Boto3,RunInstances,ec2.amazonaws.com,us-east-1,IAMUser,AwsApiCall,Client.UnauthorizedOperation,x1e.xlarge,1,10208,17605,53892,1,0.020917101470348032,Normal
2020-01,253.84,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,653,37407,89128,1,0.03286025054296693,Normal
2017-06,Unknown,ec2.amazonaws.com,AssumeRole,sts.amazonaws.com,us-west-2,AWSService,AwsApiCall,,NotApplicable,0,28065,32561,89128,1,0.03033983463386658,Normal
2020-01,8.1,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,36,37407,89128,1,0.044650471464219965,Normal
2019-08,5.205,Boto3,RunInstances,ec2.amazonaws.com,eu-central-1,IAMUser,AwsApiCall,Client.Unsupported,p2.16xlarge,1,4196,17605,5063,1,0.020099059100179673,Normal
2019-09,138.193,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-west-1,IAMUser,AwsApiCall,,NotApplicable,0,35,37407,4967,1,0.010733665522131841,Normal
2019-09,24.251,Boto3,RunInstances,ec2.amazonaws.com,ap-south-1,IAMUser,AwsApiCall,Client.UnauthorizedOperation,r4.4xlarge,1,10208,17605,3765,1,0.023881235519407518,Normal
2020-03,61.251,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,183,37407,89128,1,0.04092390192536638,Normal
2017-05,255.253,[Boto3,GetBucketCors,s3.amazonaws.com,us-west-2,AssumedRole,AwsApiCall,NoSuchCORSConfiguration,NotApplicable,1,31011,523,89128,1,0.021124621832313784,Normal
2020-01,94.79,Boto3,DescribeDBSubnetGroups,rds.amazonaws.com,sa-east-1,IAMUser,AwsApiCall,,NotApplicable,0,646,507,3621,1,0.057662245421267855,Normal
2020-02,120.186,Boto3,DescribeNetworkInterfaces,ec2.amazonaws.com,ap-southeast-2,IAMUser,AwsApiCall,,NotApplicable,0,703,406,4130,1,0.05740405951997629,Normal
2017-06,Unknown,ec2.amazonaws.com,AssumeRole,sts.amazonaws.com,us-west-2,AWSService,AwsApiCall,,NotApplicable,0,28065,32561,89128,1,0.03033983463386658,Normal
2019-08,223.201,[Boto3,GetBucketVersioning,s3.amazonaws.com,us-west-2,IAMUser,AwsApiCall,AccessDenied,NotApplicable,1,1847,901,89128,1,0.016986941878621653,Normal
2017-02,255.253,console.amazonaws.com,ListFunctions202224,lambda.amazonaws.com,us-west-2,Root,AwsApiCall,,NotApplicable,0,31011,1759,89128,1,0.007699211126458716,Normal
2019-11,4.237,Boto3,ListDistributions2019_03_26,cloudfront.amazonaws.com,us-east-1,IAMUser,AwsApiCall,AccessDenied,NotApplicable,1,708,56,53892,1,0.06068582226028557,Normal
2019-10,50.117,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-east-1,IAMUser,AwsApiCall,,NotApplicable,0,80,37407,53892,1,0.03187676105477194,Normal
2020-03,250.252,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,235,37407,89128,1,0.038887530030679074,Normal
2017-02,255.253,console.amazonaws.com,GetAccountSettings08306,lambda.amazonaws.com,us-west-2,Root,AwsApiCall,,NotApplicable,0,31011,91,89128,1,0.05503214119212346,Normal
2017-10,24.98,aws-cli,GenerateCredentialReport,iam.amazonaws.com,us-east-1,IAMUser,AwsApiCall,AccessDenied,NotApplicable,1,2630,1888,53892,1,0.0,Normal
2020-02,201.28,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,82,37407,89128,1,0.04490379719726334,Normal
2017-03,153.0,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,25,37407,89128,1,0.044650471464219965,Normal
2017-02,255.253,console.amazonaws.com,GetPolicy202224v2,lambda.amazonaws.com,us-west-2,Root,AwsApiCall,,NotApplicable,0,31011,1464,89128,-1,-0.0003196369582222913,Behavioral Anomaly
2017-08,3.255,Boto3,DescribeLoadBalancers,elasticloadbalancing.amazonaws.com,ca-central-1,IAMUser,AwsApiCall,,NotApplicable,0,382,1574,3463,1,0.005591958759512183,Normal
2018-03,9.202,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,31,37407,89128,1,0.044650471464219965,Normal
2017-05,255.253,Boto3,GetPolicyVersion,iam.amazonaws.com,us-east-1,AssumedRole,AwsApiCall,,NotApplicable,0,31011,5817,53892,1,0.007537516732854965,Normal
2020-02,5.46,Boto3,GetCallerIdentity,sts.amazonaws.com,us-east-1,IAMUser,AwsApiCall,,NotApplicable,0,395,3927,53892,-1,-0.011010961567050781,Behavioral Anomaly
2019-08,5.205,Boto3,RunInstances,ec2.amazonaws.com,eu-west-3,IAMUser,AwsApiCall,Client.Unsupported,g2.8xlarge,1,4196,17605,2589,1,0.009884924576472387,Normal
2020-03,237.87,[aws-cli,GetBucketAcl,s3.amazonaws.com,us-west-2,IAMUser,AwsApiCall,NoSuchBucket,NotApplicable,1,4133,5427,89128,1,0.01007851175121055,Normal
2019-08,5.205,Boto3,RunInstances,ec2.amazonaws.com,eu-central-1,IAMUser,AwsApiCall,Client.RequestLimitExceeded,c5d.xlarge,1,4196,17605,5063,1,0.020099059100179673,Normal
2020-01,Unknown,config.amazonaws.com,AssumeRole,sts.amazonaws.com,us-west-2,AWSService,AwsApiCall,,NotApplicable,0,28065,32561,89128,1,0.03033983463386658,Normal
2017-05,255.253,Boto3,ListInstanceProfilesForRole,iam.amazonaws.com,us-east-1,AssumedRole,AwsApiCall,,NotApplicable,0,31011,249,53892,1,0.05569858874726291,Normal
2020-03,174.108,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-east-2,IAMUser,AwsApiCall,,NotApplicable,0,83,37407,5233,1,0.009463445252138214,Normal
2018-03,91.252,aws-cli,DescribeSnapshots,ec2.amazonaws.com,eu-west-1,IAMUser,AwsApiCall,,NotApplicable,0,124,37407,5755,1,0.007249697521495013,Normal
2017-09,119.212,aws-cli,GetStages,apigateway.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,32,1344,89128,1,0.03528644635256056,Normal
2017-05,176.103,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,35,37407,89128,1,0.044650471464219965,Normal
2020-03,253.103,Boto3,DescribeAddresses,ec2.amazonaws.com,ap-northeast-2,IAMUser,AwsApiCall,,NotApplicable,0,417,598,3712,1,0.025413171681984092,Normal
2018-02,112.255,Boto3,AssumeRole,sts.amazonaws.com,us-east-1,IAMUser,AwsApiCall,AccessDenied,NotApplicable,1,1820,32561,53892,-1,-0.006545678772027219,Security Error
2017-05,Unknown,ec2.amazonaws.com,AssumeRole,sts.amazonaws.com,us-west-2,AWSService,AwsApiCall,,NotApplicable,0,28065,32561,89128,1,0.03033983463386658,Normal
2017-12,163.21,Boto3,DescribeSpotPriceHistory,ec2.amazonaws.com,eu-west-2,IAMUser,AwsApiCall,,NotApplicable,0,6401,8283,5152,1,0.013358072078756389,Normal
2018-04,155.63,Boto3,RunInstances,ec2.amazonaws.com,us-east-2,IAMUser,AwsApiCall,Client.UnauthorizedOperation,c5.18xlarge,1,5444,17605,5233,1,0.018172948170426917,Normal
2019-12,250.151,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-east-1,IAMUser,AwsApiCall,,NotApplicable,0,86,37407,53892,1,0.03187676105477194,Normal
2017-05,255.253,[Boto3,GetBucketPolicy,s3.amazonaws.com,us-west-2,AssumedRole,AwsApiCall,,NotApplicable,0,31011,870,89128,1,0.006481373138507884,Normal
2017-05,255.253,Boto3,AssumeRole,sts.amazonaws.com,us-east-1,IAMUser,AwsApiCall,,NotApplicable,0,31011,32561,53892,1,0.00500342663257225,Normal
2019-11,240.211,aws-cli,GetPolicyVersion,iam.amazonaws.com,us-east-1,IAMUser,AwsApiCall,,NotApplicable,0,112,5817,53892,1,0.012279602514938703,Normal
2020-03,5.189,[aws-cli,GetBucketAcl,s3.amazonaws.com,us-west-2,IAMUser,AwsApiCall,NoSuchBucket,NotApplicable,1,1608,5427,89128,1,0.012637719438834183,Normal
2020-02,100.226,Boto3,DescribeClusters,redshift.amazonaws.com,us-east-1,AssumedRole,AwsApiCall,AccessDenied,NotApplicable,1,1579,619,53892,1,0.027322990627084487,Normal
2020-03,62.213,[aws-cli,ListBuckets,s3.amazonaws.com,us-west-2,IAMUser,AwsApiCall,,NotApplicable,0,28,5470,89128,1,0.024263019111874895,Normal
2017-08,110.253,Boto3,DescribeRouteTables,ec2.amazonaws.com,us-east-2,IAMUser,AwsApiCall,,NotApplicable,0,216,499,5233,1,0.05781136723430158,Normal
2017-09,60.6,aws-cli,DescribeSnapshots,ec2.amazonaws.com,us-east-1,IAMUser,AwsApiCall,,NotApplicable,0,30,37407,53892,1,0.031435679887195755,Normal
2017-06,Unknown,ec2.amazonaws.com,AssumeRole,sts.amazonaws.com,us-west-2,AWSService,AwsApiCall,,NotApplicable,0,28065,32561,89128,1,0.03033983463386658,Normal
2017-10,163.21,Boto3,DescribeSpotPriceHistory,ec2.amazonaws.com,us-west-1,IAMUser,AwsApiCall,,NotApplicable,0,6401,8283,4967,1,0.01485835773101446,Normal
2020-01,134.146,[Boto3,GetBucketLocation,s3.amazonaws.com,us-west-2,IAMUser,AwsApiCall,AccessDenied,NotApplicable,1,4621,1342,89128,-1,-0.0030862107111301884,Security Error
